accession,cik,name,filing_date,acceptance_et,after_hours,items,label
0001285550-23-000096,0001285550,"ClearPoint Neuro, Inc.",2023-08-08,2023-08-08T16:06:36-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000045,0001285550,"ClearPoint Neuro, Inc.",2023-05-11,2023-05-11T16:06:15-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000010,0001285550,"ClearPoint Neuro, Inc.",2023-01-11,2023-01-11T08:01:24-05:00,False,"2.02,7.01,9.01",OTHER
0001285550-22-000076,0001285550,"ClearPoint Neuro, Inc.",2022-11-08,2022-11-08T16:05:16-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-22-000041,0001285550,"ClearPoint Neuro, Inc.",2022-08-09,2022-08-09T16:16:28-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000305,0001285550,"ClearPoint Neuro, Inc.",2022-05-11,2022-05-11T16:05:35-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000133,0001285550,"ClearPoint Neuro, Inc.",2022-02-15,2022-02-15T16:05:27-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000126,0001285550,"ClearPoint Neuro, Inc.",2022-02-14,2022-02-14T16:05:28-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-21-000516,0001285550,"ClearPoint Neuro, Inc.",2021-11-09,2021-11-09T16:07:36-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-21-000344,0001285550,"ClearPoint Neuro, Inc.",2021-08-10,2021-08-10T16:06:02-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-20-000451,0001285550,"ClearPoint Neuro, Inc.",2020-11-10,2020-11-10T16:10:24-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-20-000364,0001285550,"ClearPoint Neuro, Inc.",2020-08-12,2020-08-12T16:08:44-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-20-000222,0001285550,"ClearPoint Neuro, Inc.",2020-05-13,2020-05-13T06:05:06-04:00,False,"2.02,7.01,9.01",OTHER
0001171520-20-000178,0001285550,"ClearPoint Neuro, Inc.",2020-04-16,2020-04-16T08:05:05-04:00,False,"2.02,7.01,9.01",OTHER
0001171520-20-000014,0001285550,"ClearPoint Neuro, Inc.",2020-01-13,2020-01-13T08:05:12-05:00,False,"1.01,2.02,2.03,3.02,7.01,9.01",OTHER
0001534424-19-000086,0001285550,"ClearPoint Neuro, Inc.",2019-03-11,2019-03-11T16:05:21-04:00,True,"2.02,7.01,9.01",OTHER
0001193805-21-001134,0001768224,Arcturus Therapeutics Holdings Inc.,2021-08-09,2021-08-09T16:02:19-04:00,True,"2.02,7.01,9.01",OTHER
0001193805-21-000630,0001768224,Arcturus Therapeutics Holdings Inc.,2021-05-10,2021-05-10T16:21:09-04:00,True,"2.02,7.01,9.01",CLINICAL
0001193805-21-000289,0001768224,Arcturus Therapeutics Holdings Inc.,2021-03-01,2021-03-01T16:20:47-05:00,True,"2.02,7.01,9.01",CLINICAL
0001274737-23-000002,0001274737,EXAGEN INC.,2023-01-09,2023-01-09T09:00:29-05:00,False,"2.02,7.01,8.01,9.01",OTHER
0001193125-25-172207,0001746466,"Equillium, Inc.",2025-08-04,2025-08-04T08:35:59-04:00,False,"1.01,2.02,7.01,8.01,9.01",OTHER
0001193125-19-051928,0001746466,"Equillium, Inc.",2019-02-26,2019-02-26T16:05:13-05:00,True,"2.02,7.01,8.01,9.01",PRESENTATION
0001564590-19-018969,0001728117,"Gossamer Bio, Inc.",2019-05-14,2019-05-14T07:31:19-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-25-099631,0001213037,"Cardiff Oncology, Inc.",2025-07-29,2025-07-29T16:10:34-04:00,True,"2.02,7.01,8.01",CLINICAL
0001628280-24-007972,0001213037,"Cardiff Oncology, Inc.",2024-02-29,2024-02-29T16:08:01-05:00,True,"2.02,7.01,9.01",CLINICAL
0001628280-23-036386,0001213037,"Cardiff Oncology, Inc.",2023-11-02,2023-11-02T16:06:30-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-24-058186,0001782303,"Boundless Bio, Inc.",2024-05-13,2024-05-13T07:05:12-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-23-000458,0000818033,"HERON THERAPEUTICS, INC. /DE/",2023-01-09,2023-01-09T08:40:48-05:00,False,"2.02,7.01,9.01",OTHER
0001564590-21-000771,0000818033,"HERON THERAPEUTICS, INC. /DE/",2021-01-11,2021-01-11T08:40:22-05:00,False,"2.02,7.01,9.01",OTHER
0001564590-20-000917,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-01-13,2020-01-13T08:41:21-05:00,False,"2.02,7.01,9.01",OTHER
0001193125-19-003247,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-01-07,2019-01-07T08:36:33-05:00,False,"2.02,7.01,9.01",REGULATORY
0001193125-24-011738,0001534133,"CalciMedica, Inc.",2024-01-22,2024-01-22T08:42:01-05:00,False,"1.01,2.02,3.02,7.01,8.01,9.01",OTHER
0001411690-23-000080,0001411690,"Bionano Genomics, Inc.",2023-11-08,2023-11-08T16:02:28-05:00,True,"2.02,7.01,9.01",OTHER
0001140361-23-047688,0001411690,"Bionano Genomics, Inc.",2023-10-11,2023-10-11T08:17:53-04:00,False,"1.01,2.02,2.03,2.05,3.02,7.01,9.01",OTHER
0001493152-25-023419,0001853816,"Dermata Therapeutics, Inc.",2025-11-14,2025-11-14T16:05:37-05:00,True,"2.02,7.01,9.01",OTHER
0001641172-25-023570,0001853816,"Dermata Therapeutics, Inc.",2025-08-13,2025-08-13T17:01:14-04:00,True,"2.02,7.01,9.01",CLINICAL
0001641172-25-010112,0001853816,"Dermata Therapeutics, Inc.",2025-05-14,2025-05-14T09:01:36-04:00,False,"2.02,7.01,9.01",CLINICAL
0001654954-25-002886,0001853816,"Dermata Therapeutics, Inc.",2025-03-17,2025-03-17T16:17:45-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-24-014289,0001853816,"Dermata Therapeutics, Inc.",2024-11-14,2024-11-13T18:03:44-05:00,True,"2.02,7.01,9.01",OTHER
0001654954-24-010104,0001853816,"Dermata Therapeutics, Inc.",2024-08-07,2024-08-07T16:06:20-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-24-006396,0001853816,"Dermata Therapeutics, Inc.",2024-05-15,2024-05-15T16:06:40-04:00,True,"2.02,7.01,9.01",CLINICAL
0001654954-24-003500,0001853816,"Dermata Therapeutics, Inc.",2024-03-21,2024-03-21T16:05:28-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-23-014015,0001853816,"Dermata Therapeutics, Inc.",2023-11-09,2023-11-09T16:08:14-05:00,True,"2.02,4.01,7.01,9.01",REGULATORY
0001654954-23-010489,0001853816,"Dermata Therapeutics, Inc.",2023-08-10,2023-08-10T16:18:20-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-23-006209,0001853816,"Dermata Therapeutics, Inc.",2023-05-11,2023-05-11T16:07:03-04:00,True,"2.02,7.01,9.01",REGULATORY
0001654954-23-001927,0001853816,"Dermata Therapeutics, Inc.",2023-02-21,2023-02-21T16:10:09-05:00,True,"2.02,7.01,9.01",OTHER
0001654954-22-015036,0001853816,"Dermata Therapeutics, Inc.",2022-11-10,2022-11-10T17:22:39-05:00,True,"2.02,7.01,9.01",OTHER
0001654954-22-011373,0001853816,"Dermata Therapeutics, Inc.",2022-08-15,2022-08-15T16:20:13-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-22-006969,0001853816,"Dermata Therapeutics, Inc.",2022-05-16,2022-05-16T16:09:15-04:00,True,"2.02,7.01,9.01",OTHER
0001654954-22-003871,0001853816,"Dermata Therapeutics, Inc.",2022-03-28,2022-03-28T08:34:49-04:00,False,"2.02,7.01,9.01",OTHER
0001654954-21-012224,0001853816,"Dermata Therapeutics, Inc.",2021-11-15,2021-11-15T16:20:39-05:00,True,"2.02,7.01,9.01",CLINICAL
0001654954-21-010436,0001853816,"Dermata Therapeutics, Inc.",2021-09-27,2021-09-27T16:06:11-04:00,True,"2.02,7.01,9.01",OTHER
0001193125-25-280116,0001510964,"CV Sciences, Inc.",2025-11-13,2025-11-13T16:04:08-05:00,True,"2.02,7.01,9.01",OTHER
0000950170-25-107984,0001510964,"CV Sciences, Inc.",2025-08-13,2025-08-13T16:01:09-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-25-071347,0001510964,"CV Sciences, Inc.",2025-05-14,2025-05-14T16:01:33-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-25-045761,0001510964,"CV Sciences, Inc.",2025-03-27,2025-03-27T09:25:48-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-24-126787,0001510964,"CV Sciences, Inc.",2024-11-14,2024-11-14T09:17:00-05:00,False,"2.02,7.01,9.01",OTHER
0000950170-24-095801,0001510964,"CV Sciences, Inc.",2024-08-13,2024-08-13T09:28:43-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-24-059152,0001510964,"CV Sciences, Inc.",2024-05-14,2024-05-14T09:10:34-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-24-037652,0001510964,"CV Sciences, Inc.",2024-03-28,2024-03-28T09:20:52-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-23-000036,0001510964,"CV Sciences, Inc.",2023-11-14,2023-11-14T09:18:33-05:00,False,"2.02,7.01,9.01",OTHER
0001510964-23-000030,0001510964,"CV Sciences, Inc.",2023-08-14,2023-08-14T09:32:15-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-23-000022,0001510964,"CV Sciences, Inc.",2023-05-15,2023-05-15T09:10:50-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-23-000012,0001510964,"CV Sciences, Inc.",2023-03-29,2023-03-29T09:08:15-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-22-000085,0001510964,"CV Sciences, Inc.",2022-11-14,2022-11-14T09:12:56-05:00,False,"2.02,7.01,9.01",OTHER
0001510964-22-000065,0001510964,"CV Sciences, Inc.",2022-08-15,2022-08-15T09:06:52-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-22-000040,0001510964,"CV Sciences, Inc.",2022-05-16,2022-05-16T09:15:10-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-22-000016,0001510964,"CV Sciences, Inc.",2022-03-31,2022-03-31T16:10:08-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-21-000065,0001510964,"CV Sciences, Inc.",2021-11-15,2021-11-15T08:08:51-05:00,False,"2.02,7.01,9.01",OTHER
0001510964-21-000056,0001510964,"CV Sciences, Inc.",2021-08-12,2021-08-12T16:07:47-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-21-000026,0001510964,"CV Sciences, Inc.",2021-05-13,2021-05-13T16:09:46-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-21-000010,0001510964,"CV Sciences, Inc.",2021-03-18,2021-03-18T16:08:25-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-20-000072,0001510964,"CV Sciences, Inc.",2020-11-05,2020-11-05T16:13:53-05:00,True,"2.02,7.01,9.01",OTHER
0001510964-20-000064,0001510964,"CV Sciences, Inc.",2020-08-06,2020-08-06T16:07:38-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-20-000039,0001510964,"CV Sciences, Inc.",2020-05-08,2020-05-08T08:08:47-04:00,False,"2.02,7.01,9.01",OTHER
0001510964-20-000010,0001510964,"CV Sciences, Inc.",2020-03-16,2020-03-16T16:07:49-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-19-000064,0001510964,"CV Sciences, Inc.",2019-11-05,2019-11-05T16:03:46-05:00,True,"2.02,7.01,9.01",OTHER
0001510964-19-000040,0001510964,"CV Sciences, Inc.",2019-08-06,2019-08-06T16:04:53-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-19-000025,0001510964,"CV Sciences, Inc.",2019-05-08,2019-05-08T16:08:20-04:00,True,"2.02,7.01,9.01",OTHER
0001510964-19-000006,0001510964,"CV Sciences, Inc.",2019-03-12,2019-03-12T16:09:01-04:00,True,"2.02,7.01",OTHER
0000950170-23-023380,0001810560,"REVELATION BIOSCIENCES, INC.",2023-05-22,2023-05-22T13:22:28-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-23-011612,0001810560,"REVELATION BIOSCIENCES, INC.",2023-04-03,2023-04-03T16:33:40-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-22-024560,0001810560,"REVELATION BIOSCIENCES, INC.",2022-11-10,2022-11-10T17:00:58-05:00,True,"2.02,7.01,9.01",OTHER
0000950170-22-017552,0001810560,"REVELATION BIOSCIENCES, INC.",2022-08-17,2022-08-17T16:32:31-04:00,True,"2.02,7.01,9.01",OTHER
0001824293-24-000107,0001824293,"GRI Bio, Inc.",2024-08-14,2024-08-14T08:07:50-04:00,False,"2.02,7.01,9.01",OTHER
0001824293-24-000049,0001824293,"GRI Bio, Inc.",2024-05-13,2024-05-13T08:02:59-04:00,False,"2.02,7.01,9.01",OTHER
0000950170-25-048888,0001497253,"VivoSim Labs, INC.",2025-04-02,2025-04-02T08:06:07-04:00,False,"2.02,7.01,8.01,9.01",OTHER
0001493152-25-022349,0001855485,"Calidi Biotherapeutics, Inc.",2025-11-13,2025-11-13T16:30:50-05:00,True,"2.02,7.01,9.01",CLINICAL
0001641172-25-022791,0001855485,"Calidi Biotherapeutics, Inc.",2025-08-08,2025-08-08T16:35:14-04:00,True,"2.02,7.01,9.01",OTHER
0001641172-25-010348,0001855485,"Calidi Biotherapeutics, Inc.",2025-05-14,2025-05-14T17:00:33-04:00,True,"2.02,7.01,9.01",REGULATORY
0001641172-25-001822,0001855485,"Calidi Biotherapeutics, Inc.",2025-03-31,2025-03-31T16:59:31-04:00,True,"2.02,7.01,9.01",OTHER
0001493152-25-003916,0001855485,"Calidi Biotherapeutics, Inc.",2025-01-28,2025-01-28T08:30:32-05:00,False,"1.02,2.02,7.01,9.01",OTHER
0001493152-24-044932,0001855485,"Calidi Biotherapeutics, Inc.",2024-11-13,2024-11-12T20:25:44-05:00,True,"2.02,7.01,9.01",OTHER
0001493152-24-031718,0001855485,"Calidi Biotherapeutics, Inc.",2024-08-14,2024-08-13T17:48:18-04:00,True,"2.02,7.01,9.01",OTHER
0001493152-24-019358,0001855485,"Calidi Biotherapeutics, Inc.",2024-05-15,2024-05-14T21:01:22-04:00,True,"2.02,7.01,9.01",OTHER
0001493152-24-010208,0001855485,"Calidi Biotherapeutics, Inc.",2024-03-18,2024-03-18T08:41:04-04:00,False,"2.02,7.01,9.01",OTHER
0001493152-24-005220,0001855485,"Calidi Biotherapeutics, Inc.",2024-02-07,2024-02-07T13:06:39-05:00,False,"2.02,7.01",OTHER
0001493152-23-041223,0001855485,"Calidi Biotherapeutics, Inc.",2023-11-14,2023-11-14T16:51:02-05:00,True,"2.02,7.01,9.01",OTHER
0001683168-25-008257,0000882291,AETHLON MEDICAL INC,2025-11-12,2025-11-12T16:16:00-05:00,True,"2.02,7.01,9.01",OTHER
0001683168-25-006042,0000882291,AETHLON MEDICAL INC,2025-08-13,2025-08-13T16:15:34-04:00,True,"2.02,7.01,9.01",OTHER
0001683168-25-004784,0000882291,AETHLON MEDICAL INC,2025-06-27,2025-06-27T13:04:24-04:00,False,"2.02,7.01,9.01",OTHER
0001683168-25-000957,0000882291,AETHLON MEDICAL INC,2025-02-12,2025-02-12T16:15:12-05:00,True,"2.02,7.01,9.01",CLINICAL
0001683168-24-007972,0000882291,AETHLON MEDICAL INC,2024-11-13,2024-11-13T16:15:30-05:00,True,"2.02,7.01,9.01",OTHER
0001683168-24-005697,0000882291,AETHLON MEDICAL INC,2024-08-14,2024-08-14T16:15:21-04:00,True,"2.02,7.01,9.01",OTHER
0001641172-25-000209,0001618835,"Evofem Biosciences, Inc.",2025-03-24,2025-03-24T08:30:34-04:00,False,"2.02,7.01,9.01",OTHER
0001093557-25-000111,0001093557,DEXCOM INC,2025-05-01,2025-05-01T16:03:07-04:00,True,"2.02,8.01,9.01",OTHER
0001093557-24-000143,0001093557,DEXCOM INC,2024-07-25,2024-07-25T16:05:15-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-22-005104,0001093557,DEXCOM INC,2022-01-10,2022-01-10T08:00:59-05:00,False,"2.02,8.01,9.01",OTHER
0001193125-25-258519,0000943819,RESMED INC,2025-10-30,2025-10-30T16:06:11-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-25-170512,0000943819,RESMED INC,2025-07-31,2025-07-31T16:05:17-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-25-091357,0000943819,RESMED INC,2025-04-23,2025-04-23T16:05:31-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-25-017218,0000943819,RESMED INC,2025-01-30,2025-01-30T16:05:28-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-242806,0000943819,RESMED INC,2024-10-24,2024-10-24T16:05:51-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-191487,0000943819,RESMED INC,2024-08-01,2024-08-01T16:05:55-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-113883,0000943819,RESMED INC,2024-04-25,2024-04-25T16:07:05-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-014223,0000943819,RESMED INC,2024-01-24,2024-01-24T16:06:01-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-264072,0000943819,RESMED INC,2023-10-26,2023-10-26T16:05:53-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-202850,0000943819,RESMED INC,2023-08-03,2023-08-03T16:06:09-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-122110,0000943819,RESMED INC,2023-04-27,2023-04-27T16:06:05-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-016231,0000943819,RESMED INC,2023-01-26,2023-01-26T16:05:45-05:00,True,"2.02,5.02,8.01,9.01",OTHER
0001193125-22-270961,0000943819,RESMED INC,2022-10-27,2022-10-27T16:05:39-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-22-218522,0000943819,RESMED INC,2022-08-11,2022-08-11T16:07:02-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-22-127535,0000943819,RESMED INC,2022-04-28,2022-04-28T16:07:35-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-22-019765,0000943819,RESMED INC,2022-01-27,2022-01-27T16:06:08-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-21-311286,0000943819,RESMED INC,2021-10-28,2021-10-28T16:07:09-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-21-237704,0000943819,RESMED INC,2021-08-05,2021-08-05T16:08:39-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-21-140371,0000943819,RESMED INC,2021-04-29,2021-04-29T16:06:05-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-21-020758,0000943819,RESMED INC,2021-01-28,2021-01-28T16:05:55-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-20-281037,0000943819,RESMED INC,2020-10-29,2020-10-29T16:05:43-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-20-210635,0000943819,RESMED INC,2020-08-05,2020-08-05T16:05:57-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-20-128755,0000943819,RESMED INC,2020-04-30,2020-04-30T16:05:44-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-20-019606,0000943819,RESMED INC,2020-01-30,2020-01-30T16:05:40-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-19-273579,0000943819,RESMED INC,2019-10-24,2019-10-24T16:05:55-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-19-202515,0000943819,RESMED INC,2019-07-25,2019-07-25T16:05:56-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-19-134997,0000943819,RESMED INC,2019-05-02,2019-05-02T16:06:03-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-19-015912,0000943819,RESMED INC,2019-01-24,2019-01-24T16:05:40-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-21-270970,0001326110,"ImmunityBio, Inc.",2021-09-13,2021-09-13T08:37:32-04:00,False,"2.02,8.01,9.01",CLINICAL
0001193125-21-036508,0001438533,"Travere Therapeutics, Inc.",2021-02-10,2021-02-10T17:29:07-05:00,True,"2.02,8.01,9.01",OTHER
0000886163-20-000037,0000886163,LIGAND PHARMACEUTICALS INC,2020-04-06,2020-04-06T17:15:03-04:00,True,"2.02,8.01",OTHER
0001823239-21-000009,0001823239,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2021-04-05,2021-04-05T17:15:50-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-106427,0001350653,"Alphatec Holdings, Inc.",2023-04-19,2023-04-19T16:01:54-04:00,True,"1.01,2.01,2.02,8.01,9.01",OTHER
0001193125-20-268645,0001350653,"Alphatec Holdings, Inc.",2020-10-13,2020-10-13T17:29:55-04:00,True,"2.02,8.01,9.01",OTHER
0000950170-23-039843,0001817713,"Janux Therapeutics, Inc.",2023-08-08,2023-08-08T16:17:10-04:00,True,"2.02,8.01,9.01",CLINICAL
0001193125-24-018713,0001422143,"Kura Oncology, Inc.",2024-01-30,2024-01-30T07:08:06-05:00,False,"2.02,8.01,9.01",PRESENTATION
0001193125-23-004159,0001422143,"Kura Oncology, Inc.",2023-01-09,2023-01-09T07:46:15-05:00,False,"2.02,8.01,9.01",PRESENTATION
0001437749-25-016877,0001855175,"Contineum Therapeutics, Inc.",2025-05-14,2025-05-14T16:44:23-04:00,True,"2.02,8.01,9.01",OTHER
0001193805-23-001112,0001768224,Arcturus Therapeutics Holdings Inc.,2023-08-07,2023-08-07T16:23:22-04:00,True,"2.02,8.01,9.01",CLINICAL
0001493152-21-005498,0000876343,"Lineage Cell Therapeutics, Inc.",2021-03-05,2021-03-05T17:16:29-05:00,True,"2.02,8.01,9.01",OTHER
